family,species_number,species_name,english_name,subspecies,m_mass,m_mass_n,f_mass,f_mass_n,unsexed_mass,unsexed_mass_n,m_wing,m_wing_n,f_wing,f_wing_n,unsexed_wing,unsexed_wing_n,m_tarsus,m_tarsus_n,f_tarsus,f_tarsus_n,unsexed_tarsus,unsexed_tarsus_n,m_bill,m_bill_n,f_bill,f_bill_n,unsexed_bill,unsexed_bill_n,m_tail,m_tail_n,f_tail,f_tail_n,unsexed_tail,unsexed_tail_n,clutch_size,egg_mass,mating_system,display,resource,refs
80,3093,Recurvirostra novaehollandiae,Red-necked Avocet,,325.9,,322.8,,,,233.3,,232.0,,,,88.9,,86.3,,,,92.6,,87.8,,,,82.0,16,83.3,9,,,3.9,,,1,0,18
80,3094,Recurvirostra andina,Andean Avocet,,,,,,,,247.2,,245.5,,,,,,,,,,79.6,,73.0,,,,,,,,,,,,,,,41
80,3095,Pluvialis apricaria,Eurasian Golden-Plover,,175.0,,176.0,,,,190.0,,190.0,,,,40.9,,40.2,,,,21.8,,21.6,,,,71.8,40,72.6,40,,,3.85,32.8,2,3,0,"1, 16, 57, 68"
80,3096,Pluvialis fulva,Pacific Golden-Plover,,130.0,,140.0,,,,165.9,,168.7,,,,43.8,,43.6,,,,24.1,,23.5,,,,61.4,34,60.8,17,,,3.94,,,,,"7, 18"
80,3097,Pluvialis dominica,American Golden-Plover,,145.0,,146.0,,,,182.0,,182.0,,,,43.3,,43.1,,,,23.2,,23.3,,,,65.5,88,64.4,60,,,3.93,26.0,2,,,"1, 7, 31, 57, 68"
80,3098,Pluvialis squatarola,Grey Plover,,240.4,,,,,,197.0,,199.0,,,,46.8,,47.0,,,,28.9,,29.0,,,,73.3,8,72.7,4,,,3.96,34.2,2,,,"1, 7, 16, 57, 68"
80,3099,Charadrius obscurus,Red-breasted Plover,,160.0,,110.0,,,,159.3,,159.1,,,,38.5,,37.2,,,,29.0,,27.5,,,,63.7,10,62.7,10,,,2.8,21.7,2,1,1,"16, 18, 51"
80,3100,Charadrius hiaticula,Common Ringed Plover,,63.5,,64.7,,,,132.0,,135.0,,,,25.6,,25.9,,,,14.1,,14.5,,,,58.1,16,59.4,9,,,3.79,10.9,2,,,"1, 16, 57, 68"
80,3101,Charadrius semipalmatus,Semipalmated Plover,,46.1,,47.8,,,,,,,,,,23.0,,22.8,,,,,,,,,,55.4,9,56.8,5,,,3.79,,2,,,"1, 7"
80,3102,Charadrius placidus,Long-billed Plover,,,,,,,,,,,,,,32.0,,32.1,,,,,,,,,,,,,,,,,,,,,41
80,3103,Charadrius dubius,Little Ringed Plover,,38.3,,39.2,,,,117.0,,116.0,,,,25.0,,24.7,,,,12.7,,12.9,,,,57.6,10,55.8,13,,,3.88,7.7,2,,,"1, 16, 18, 68"
80,3104,Charadrius wilsonia,Wilson's Plover,,59.0,,63.0,,,,116.4,,117.6,,,,29.0,,28.6,,,,20.7,,20.8,,,,48.9,11,48.2,27,,,2.91,12.4,,1,,"7, 57, 68"
80,3105,Charadrius vociferus,Killdeer,,92.1,,101.0,,,,167.0,,167.0,,,,35.7,,35.9,,,,20.2,,20.3,,,,95.1,30,94.5,32,,,4.0,14.5,2,,2,"1, 7, 16, 57, 68"
80,3107,Charadrius sanctaehelenae,St. Helena Plover,,,,,,41.8,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,10.8,,,,"16, 31"
80,3108,Charadrius pecuarius,Kittlitz's Plover,,,,,,,,106.0,,106.0,,,,30.8,,,,,,15.0,,15.0,,,,43.8,9,42.9,5,,,1.88,,,,,16
80,3109,Charadrius tricollaris,Three-banded Plover,,,,,,34.0,,,,,,,,23.0,,23.0,,,,,,,,,,53.5,15,53.3,14,,,2.37,,2,,,"1, 18, 41"
80,3111,Charadrius melodus,Piping Plover,,54.9,,55.6,,,,121.0,,120.0,,,,,,,,,,,,,,,,51.9,31,50.0,24,,,3.64,9.4,,4,1,7
80,3113,Charadrius alexandrinus,Kentish Plover,,48.2,,47.1,,,,111.0,,112.0,,,,27.7,,27.2,,,,15.4,,15.2,,,,43.1,32,42.5,35,,,2.91,9.0,,3,1,"7, 16, 70"
80,3114,Charadrius marginatus,White-fronted Plover,,48.3,,48.3,,,,110.0,,110.0,,,,,,,,,,17.0,,17.0,,,,,,,,50.0,24,1.97,,2,,,"1, 5"
80,3115,Charadrius ruficapillus,Red-capped Plover,,37.3,,37.6,,,,105.4,,105.0,,,,25.7,,25.6,,,,13.8,,13.9,,,,41.5,24,39.7,18,,,2.0,,2,4,1,"1, 18"
80,3118,Charadrius collaris,Collared Plover,,,,,,,,,,,,,,25.2,,24.9,,,,,,,,,,,,,,,,,,,,,41
80,3119,Charadrius bicinctus,Double-banded Plover,,58.8,,58.4,,,,130.2,,127.2,,,,31.3,,30.1,,,,17.2,,17.0,,,,56.3,26,57.3,9,,,2.93,11.5,2,3,1,"1, 18"
80,3122,Charadrius mongolus,Mongolian Plover,,,,,,,,130.0,,131.0,,,,34.6,,34.5,,,,18.6,,18.6,,,,51.7,16,52.5,12,,,,,,,,18
80,3123,Charadrius leschenaultii,Greater Sand Plover,,,,,,,,141.0,,144.0,,,,36.9,,36.7,,,,23.3,,23.2,,,,53.5,6,51.9,13,,,2.77,,,,,18
80,3124,Charadrius asiaticus,Caspian Plover,,75.6,,76.2,,,,150.0,,150.0,,,,39.7,,40.0,,,,19.8,,20.1,,,,54.7,13,52.5,8,,,3.0,,,,,16
80,3125,Charadrius veredus,Oriental Plover,,,,,,,,166.5,,164.5,,,,46.2,,45.0,,,,22.5,,22.3,,,,62.5,11,61.4,9,,,,,,,,18
80,3126,Charadrius montanus,Mountain Plover,,102.0,,114.0,,,,146.0,,149.0,,,,,,,,,,20.5,,22.0,,,,,,,,,,2.9,16.5,2,1,1,"1, 7, 57, 68"
80,3127,Charadrius modestus,Rufous-chested Plover,,,,,,,,139.6,,139.6,,,,,,,,,,22.3,,23.0,,,,,,,,,,,,,,,41
80,3128,Charadrius rubricollis,Hooded Plover,,,,,,,,143.2,,144.4,,,,26.0,,26.2,,,,17.7,,17.6,,,,,,,,,,,13.0,2,,,"1, 18"
80,3129,Thinornis novaeseelandiae,Shore Plover,,,,,,,,121.2,,121.1,,,,23.1,,22.8,,,,23.9,,22.7,,,,61.1,26,61.3,29,,,2.8,12.6,2,3,2,18
80,3130,Erythrogonys cinctus,Red-kneed Dotterel,,46.8,,50.0,,,,111.5,,112.2,,,,40.5,,40.1,,,,21.2,,20.7,,,,44.2,15,43.3,11,,,3.66,,2,3,1,"1, 18"
80,3131,Eudromias morinellus,Eurasian Dotterel,,100.0,,117.0,,,,151.0,,155.0,,,,35.3,,36.4,,,,15.9,,16.8,,,,,,,,,,,17.0,1,,,"1, 16, 57, 68"
80,3132,Oreopholus ruficollis,Tawny-throated Dotterel,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
80,3133,Anarhynchus frontalis,Wrybill,,58.6,,56.7,,,,119.3,,119.0,,117.0,,30.0,,29.3,,,,29.9,,28.8,,,,44.9,15,43.6,11,,,1.95,11.4,2,1,1,"5, 18, 61"
80,3134,Phegornis mitchellii,Diademed Sandpiper-Plover,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
80,3135,Peltohyas australis,Inland Dotterel,,80.0,,88.2,,,,141.8,,140.0,,,,35.4,,35.0,,,,17.2,,17.0,,,,,,,,,,,,2,,,18
80,3136,Elseyornis melanops,Black-fronted Dotterel,,28.5,,31.5,,,,110.0,,112.5,,,,26.1,,26.3,,,,15.4,,15.4,,,,,,,,,,,,2,3,1,"1, 18"
80,3137,Vanellus vanellus,Northern Lapwing,,211.0,,226.0,,,,229.0,,224.0,,,,47.4,,47.0,,,,24.1,,23.9,,,,106.0,49,101.0,21,,,3.85,25.5,,,,16
80,3138,Vanellus crassirostris,Long-toed Lapwing,,170.0,,170.0,,,,211.0,,207.0,,,,,,81.4,,,,,,,,,,101.0,3,94.8,5,,,3.0,19.6,,,,5
80,3139,Vanellus malabaricus,Yellow-wattled Lapwing,,,,,,140.0,,195.5,,193.0,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,57
80,3141,Vanellus tricolor,Banded Lapwing,,,,,,184.0,,196.3,,193.4,,,,47.5,,47.6,,,,22.5,,23.0,,,,82.2,5,79.2,6,,,3.77,21.6,2,,1,"18, 51"
80,3142,Vanellus miles,Masked Lapwing,,264.2,,252.8,,328.0,,227.2,,223.2,,229.0,,79.2,,76.9,,,,36.1,,35.2,,,,95.4,9,92.5,8,,,3.62,32.0,2,1,1,"18, 57, 40"
80,3143,Vanellus armatus,Blacksmith Lapwing,,162.0,,167.0,,,,207.0,,207.0,,,,72.1,,73.0,,,,27.7,,27.6,,,,87.7,7,83.6,7,,,3.1,16.5,,,,5
80,3144,Vanellus spinosus,Spur-winged Lapwing,,191.5,,183.8,,,,,,200.7,,,,70.7,,69.1,,,,27.2,,26.7,,,,92.8,12,91.7,9,,,3.5,16.4,,,,"5, 16, 57, 64"
80,3145,Vanellus duvaucelii,River Lapwing,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,41
80,3146,Vanellus tectus,Black-headed Lapwing,,,,,,,,191.0,,190.0,,,,58.9,,56.6,,,,24.3,,23.3,,,,85.9,8,85.5,8,,,2.2,,,,,5
80,3147,Vanellus melanocephalus,Spot-breasted Lapwing,,,,,,213.5,,233.0,,234.0,,,,63.0,,61.0,,,,25.0,,25.3,,,,104.0,1,89.0,4,,,4.0,,,,,5
80,3149,Vanellus indicus,Red-wattled Lapwing,,,,,,,,240.0,,230.0,,,,78.1,,75.9,,,,33.7,,34.3,,,,,,,,,,,,,,,16
80,3150,Vanellus albiceps,White-headed Lapwing,,,,,,,,218.0,,218.0,,,,75.1,,74.2,,,,33.4,,33.0,,,,99.4,8,98.4,5,,,3.1,,,,,5
80,3151,Vanellus senegallus,Wattled Lapwing,,,,,,,,236.0,,237.0,,,,89.5,,86.6,,,,34.0,,33.9,,,,96.0,8,93.6,8,,,2.5,23.3,,,,5
80,3152,Vanellus lugubris,Senegal Lapwing,,109.5,,113.0,,,,178.0,,171.0,,,,62.4,,59.0,,,,22.2,,20.7,,,,64.8,5,61.9,7,,,3.0,13.7,,,,5
80,3153,Vanellus melanopterus,Black-winged Lapwing,,,,,,,,210.0,,205.0,,,,60.1,,58.3,,,,26.1,,26.4,,,,73.0,7,70.9,7,,,3.0,18.2,,,,5
80,3154,Vanellus coronatus,Crowned Lapwing,,171.0,,156.0,,,,196.0,,195.0,,,,70.0,,65.5,,,,31.1,,30.4,,,,87.9,8,83.3,8,,,2.6,17.0,,,,5
80,3155,Vanellus superciliosus,Brown-chested Lapwing,,,,,,,,,,,,,,,,53.6,,,,,,,,,,72.0,2,70.3,5,,,3.5,,,,,"5, 41"
80,3156,Vanellus gregarius,Sociable Lapwing,,252.0,,200.0,,,,206.0,,204.0,,,,59.8,,59.2,,,,29.4,,28.7,,,,84.2,22,81.9,19,,,,26.5,,,,"5, 16, 57"
80,3157,Vanellus leucurus,White-tailed Lapwing,,,,,,,,179.0,,177.0,,,,73.5,,71.0,,,,29.4,,29.1,,,,74.0,20,72.1,19,,,,,,,,"5, 16"
80,3158,Vanellus cayanus,Pied Lapwing,,,,,,,,,,,,,,44.6,,43.3,,,,,,,,,,,,,,,,,,,,,41
80,3159,Vanellus chilensis,Southern Lapwing,,,,,,352.5,,232.0,,230.1,,,,74.6,,74.0,,,,,,,,,,,,,,,,,27.8,,,,"43, 57"
81,3161,Dromas ardeola,Crab Plover,,,,,,,,215.0,,215.0,,,,93.6,,93.8,,,,58.1,,56.8,,,,67.2,12,68.1,10,,,1.0,45.0,,,,"1, 16"
81,3162,Pluvianus aegyptius,Crocodile-bird,,,,,,82.0,,139.0,,139.0,,,,,,,,,,,,,,,,63.4,14,61.2,13,,,2.4,9.2,,,,16
81,3163,Rhinoptilus africanus,Double-banded Courser,,86.0,,88.0,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,10.4,,,,1
81,3164,Rhinoptilus chalcopterus,Bronze-winged Courser,,151.0,,155.2,,,,180.0,,180.0,,,,,,,,75.8,,,,,,,,,,,,,,,,,,,5
81,3165,Rhinoptilus cinctus,Three-banded Courser,,125.0,,,,,,163.5,,163.5,,,,72.5,,72.5,,,,,,,,,,,,,,,,,,,,,5
81,3166,Rhinoptilus bitorquatus,Jerdon's Courser,,,,,,164.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
81,3167,Cursorius cursor,Cream-colored Courser,,131.0,,128.0,,,,158.0,,156.0,,,,,,,,,,,,,,,,60.2,14,59.4,10,,,2.0,13.9,,,,"16, 31"
81,3168,Cursorius rufus,Burchell's Courser,,,,,,75.0,,135.0,,135.0,,,,48.0,,48.0,,,,22.9,,22.9,,,,,,,,45.9,27,1.9,,,,,5
81,3169,Cursorius temminckii,Temminck's Courser,,68.6,,74.3,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,41
81,3170,Cursorius coromandelicus,Indian Courser,,,,,,,,153.0,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,41
81,3171,Glareola pratincola,Collared Pratincole,,79.0,,75.0,,,,198.0,,192.0,,,,32.5,,31.5,,,,21.5,,21.9,,,,111.0,20,106.0,14,,,3.0,10.1,,,,"16, 31"
81,3172,Glareola maldivarum,Oriental Pratincole,,76.8,,75.2,,,,185.2,,182.9,,,,33.0,,31.3,,,,15.1,,15.5,,,,,,,,,,,,,,,64
81,3173,Glareola nordmanni,Black-winged Pratincole,,99.0,,96.0,,,,204.0,,193.0,,,,,,,,,,,,,,,,107.0,19,96.9,19,,,3.57,11.0,,,,"16, 31"
81,3174,Glareola ocularis,Madagascar Pratincole,,103.0,,82.0,,,,196.0,,198.0,,,,23.0,,23.0,,,,11.2,,11.2,,,,,,,,73.1,12,,,,,,"5, 51"
81,3175,Glareola nuchalis,Rock Pratincole,,,,,,47.5,,143.0,,150.0,,,,,,,,,,,,,,,,61.0,3,60.0,3,,,1.56,7.4,,,,"5, 31"
81,3178,Stiltia isabella,Australian Pratincole,,66.0,,65.0,,,,203.3,,194.7,,,,45.8,,44.6,,,,17.2,,16.7,,,,58.7,16,57.8,15,,,1.9,7.0,2,1,0,"1, 19"
82,3179,Catharacta skua,Great Skua,,1735.0,,1935.0,,,,411.9,,420.6,,,,74.4,,77.1,,,,54.7,,55.3,,,,,,,,,,2.0,111.7,,1,1,19
82,3183,Catharacta maccormicki,South Polar Skua,,1277.0,,1421.0,,,,410.0,,415.0,,,,62.4,,64.8,,,,49.4,,50.9,,,,150.3,13,148.9,12,,,1.8,89.4,2,1,1,"19, 64"
82,3184,Stercorarius pomarinus,Pomarine Jaeger,,648.0,,740.0,,,,363.0,,373.0,,,,53.7,,55.1,,,,39.8,,40.9,,,,202.0,5,179.0,7,,,1.96,66.0,2,,,"1, 16, 19"
82,3185,Stercorarius parasiticus,Parasitic Jaeger,,361.0,,408.0,,,,315.0,,321.0,,,,44.3,,44.4,,,,31.1,,31.8,,,,202.7,,201.3,,,,1.87,,2,,,"1, 7, 16"
82,3186,Stercorarius longicaudus,Long-tailed Jaeger,,269.9,,307.2,,,,306.0,,284.0,,,,,,42.5,,,,,,,,,,112.0,73,111.0,55,,,1.77,39.2,2,,,"1, 7"
82,3187,Rynchops niger,Black Skimmer,,349.0,,254.0,,,,380.0,,342.0,,,,34.8,,30.7,,,,69.5,,56.4,,,,120.0,31,108.0,12,,,3.5,26.9,,,,"5, 7, 51, 78"
82,3188,Rynchops flavirostris,African Skimmer,,164.0,,164.0,,,,336.0,,334.0,,,,28.2,,26.4,,,,,,,,,,120.0,11,117.0,10,,,1.8,,,,0,"5, 8"
82,3189,Rynchops albicollis,Indian Skimmer,,,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
82,3191,Larus pacificus,Pacific Gull,,1550.0,,1077.0,,,,461.7,,436.7,,,,73.8,,69.4,,,,61.6,,53.8,,,,,,,,,,2.2,98.4,2,,0,19
82,3194,Larus crassirostris,Black-tailed Gull,,591.0,,522.0,,,,379.0,,368.0,,,,50.6,,51.1,,,,46.7,,46.0,,,,,,,,,,,,,,,19
82,3195,Larus modestus,Grey Gull,,,,,,,,332.2,,318.7,,,,53.2,,48.7,,,,41.6,,39.0,,,,,,,,,,,,,,,78
82,3196,Larus heermanni,Heermann's Gull,,,,,,,,347.3,,337.7,,,,,,,,,,,,,,,,142.3,14,138.2,10,,,1.52,58.6,,,,7
82,3197,Larus leucophthalmus,White-eyed Gull,,357.0,,303.0,,,,325.0,,309.0,,,,47.8,,45.2,,,,48.8,,44.5,,,,124.0,14,115.0,5,,,2.5,,,,,5
82,3198,Larus hemprichii,Sooty Gull,,558.0,,461.0,,,,343.0,,330.0,,,,55.0,,52.1,,,,50.1,,46.9,,,,126.0,11,119.0,12,,,2.42,,,,,5
82,3199,Larus canus,Mew Gull,,413.0,,360.0,,,,360.0,,341.0,,,,51.1,,47.7,,,,34.5,,31.1,,,,139.0,24,129.0,26,,,2.8,51.0,2,1,0,"1, 7, 16"
82,3200,Larus audouinii,Audouin's Gull,,,,,,,,408.0,,393.0,,,,59.1,,55.8,,,,49.6,,44.5,,,,149.0,12,144.0,12,,,2.49,67.0,,3,0,"5, 16"
82,3201,Larus delawarensis,Ring-billed Gull,,566.0,,471.0,,,,382.0,,368.0,,,,58.3,,53.8,,,,41.0,,37.2,,,,138.1,48,131.0,51,,,2.88,58.6,3,,,"1, 5, 7"
82,3202,Larus californicus,California Gull,,841.0,,710.0,,,,412.2,,391.3,,,,63.1,,57.7,,,,53.0,,47.8,,,,,,,,,,2.1,,2,,,"1, 7"
82,3203,Larus marinus,Great Black-backed Gull,,1806.0,,1407.0,,,,499.0,,474.0,,,,80.2,,73.5,,,,65.5,,59.8,,,,195.0,29,181.0,26,,,2.8,,2,,,"1, 16"
82,3204,Larus dominicanus,Kelp Gull,,1080.7,,935.3,,,,429.0,,414.0,,,,68.6,,65.1,,,,57.4,,52.5,,,,169.8,57,154.3,55,,,2.35,84.2,2,1,1,"5, 19"
82,3205,Larus glaucescens,Glaucous-winged Gull,,1180.0,,946.1,,,,405.5,,392.0,,,,67.3,,67.0,,,,63.3,,57.0,,,,180.6,10,174.2,2,,,2.7,95.7,2,,,"1, 7"
82,3206,Larus occidentalis,Western Gull,,973.0,,799.8,,,,423.1,,398.0,,,,69.3,,62.6,,,,56.5,,51.8,,,,,,,,,,3.0,,,,,7
82,3207,Larus livens,Yellow-footed Gull,,,,,,1321.5,,427.6,,414.4,,,,71.42,,65.8,,,,21.77,,19.46,,,,,,,,,,2.63,99.66,,,,7
82,3208,Larus hyperboreus,Glaucous Gull,,1576.0,,1249.0,,,,473.0,,456.0,,,,73.1,,68.8,,,,62.7,,58.2,,,,198.0,25,190.0,22,,,2.57,112.4,,,,"7, 16"
82,3209,Larus glaucoides,Iceland Gull,,,,,,,,417.0,,403.0,,,,58.1,,55.4,,,,43.6,,41.9,,,,172.0,27,167.0,23,,,2.25,,,,,16
82,3210,Larus argentatus,Herring Gull,,977.0,,813.0,,,,425.0,,404.0,,,,65.2,,60.5,,,,53.2,,48.9,,,,179.0,18,169.0,14,,,2.6,87.5,2,1,1,"1, 5, 16, 64"
82,3213,Larus cachinnans,Yellow-legged Gull,,1275.0,,1033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
82,3214,Larus fuscus,Lesser Black-backed Gull,,880.0,,755.0,,,,427.0,,406.0,,,,65.2,,60.3,,,,52.1,,47.7,,,,158.0,28,147.0,42,,,2.71,,2,,,"1, 16"
82,3215,Larus ichthyaetus,Great Black-headed Gull,,1245.0,,1143.0,,,,505.0,,472.0,,,,80.3,,71.6,,,,64.3,,55.8,,,,195.0,8,181.0,7,,,2.11,112.0,,,,16
82,3217,Larus cirrocephalus,Grey-headed Gull,,352.0,,297.0,,,,324.0,,306.0,,,,51.6,,48.7,,,,37.7,,35.2,,,,124.0,25,118.0,21,,,2.42,,,,,"5, 16"
82,3218,Larus hartlaubii,King Gull,,,,,,292.0,,280.0,,266.0,,,,45.0,,43.2,,,,33.8,,32.5,,,,107.0,5,105.0,8,,,1.8,,,,,5
82,3219,Larus novaehollandiae,Silver Gull,,313.0,,264.0,,,,298.0,,288.0,,,,48.0,,46.6,,,,36.5,,34.4,,,,,,,,,,2.05,40.2,2,1,1,19
82,3221,Larus bulleri,Black-billed Gull,,243.0,,218.0,,,,296.8,,286.6,,,,41.2,,39.5,,,,38.3,,35.9,,,,108.1,18,103.2,20,,,1.85,,,1,0,19
82,3223,Larus ridibundus,Common Black-headed Gull,,294.0,,267.0,,,,306.0,,295.0,,,,44.6,,43.4,,,,33.4,,31.6,,,,224.8,4,229.3,4,,,2.54,,,3,0,"16, 18"
82,3224,Larus genei,Slender-billed Gull,,275.0,,236.0,,,,310.0,,295.0,,,,52.4,,49.6,,,,43.2,,39.9,,,,118.0,38,110.0,17,,,2.0,,,,,"5, 16"
82,3225,Larus philadelphia,Bonaparte's Gull,,189.0,,170.0,,,,267.0,,262.0,,,,35.3,,34.5,,,,28.9,,27.7,,,,102.0,18,99.0,17,,,2.58,,,,,"7, 16"
82,3228,Larus melanocephalus,Mediterranean Gull,,,,,,,,309.0,,303.0,,,,50.8,,50.0,,,,33.8,,34.0,,,,121.0,9,120.0,5,,,3.0,,,,,"41, 16"
82,3229,Larus relictus,Relict Gull,,519.0,,463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
82,3231,Larus atricilla,Laughing Gull,,294.0,,306.0,,325.0,,321.0,,312.0,,,,51.6,,49.7,,,,40.2,,38.9,,,,121.0,80,114.0,74,,,2.51,,,,,"5, 7, 16"
82,3232,Larus pipixcan,Franklin's Gull,,281.0,,279.0,,,,288.0,,284.0,,,,41.0,,41.6,,,,29.6,,29.5,,,,103.0,30,97.0,38,,,2.5,35.8,,,,"7, 19"
82,3233,Larus minutus,Little Gull,,99.0,,98.0,,,,225.0,,218.0,,,,26.6,,26.1,,,,22.0,,21.8,,,,88.7,6,85.5,2,,,2.75,,,,,"7, 16"
82,3234,Pagophila eburnea,Ivory Gull,,617.0,,507.0,,,,345.0,,336.0,,,,39.1,,37.3,,,,35.3,,32.7,,,,149.0,30,143.0,35,,,1.5,,,,,"7, 16"
82,3235,Rhodostethia rosea,Ross's Gull,,,,,,,,271.0,,260.0,,,,31.9,,28.9,,,,19.3,,17.8,,,,127.0,4,122.0,6,,,,,,,,16
82,3236,Xema sabini,Sabine's Gull,,194.0,,177.0,,,,276.0,,267.0,,,,33.8,,32.6,,,,24.9,,24.1,,,,124.1,7,114.5,4,,,2.36,,,,,"7, 16"
82,3238,Rissa tridactyla,Black-legged Kittiwake,,443.0,,393.0,,,,311.0,,307.0,,,,34.2,,32.9,,,,34.2,,33.7,,,,127.0,22,122.0,22,,,2.01,,2,,,"1, 16"
82,3239,Rissa brevirostris,Red-legged Kittiwake,,400.0,,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4,,,,"7, 51"
82,3241,Sterna caspia,Caspian Tern,,680.0,,588.0,,,,421.0,,412.0,,,,46.2,,44.4,,,,72.4,,67.8,,,,131.0,21,132.0,18,,,2.35,65.0,,4,0,"5, 7, 8, 16, 19"
82,3242,Sterna aurantia,River Tern,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,41
82,3244,Sterna elegans,Elegant Tern,,,,,,257.0,,316.9,,312.7,,,,29.8,,,,,,64.0,,60.8,,,,155.2,15,159.6,11,,,1.03,36.48,,,,"7, 51, 78"
82,3246,Sterna bergii,Great Crested-Tern,,305.7,6,241.7,4,,,351.1,,344.2,,,,27.7,,28.0,,,,61.2,,57.7,,,,171.6,20,162.6,19,,,1.0,,2,3,0,"5, 8, 19"
82,3248,Sterna sandvicensis,Sandwich Tern,,,,,,,,309.0,,304.0,,,,,,,,,,,,,,,,73.9,26,73.2,30,,,1.21,35.0,,3,0,"5, 8"
82,3249,Sterna dougallii,Roseate Tern,,,,,,,,236.0,,233.0,,,,,,,,,,,,,,,,187.6,9,187.6,9,,,1.52,20.4,,4,0,"5, 7, 8, 19"
82,3250,Sterna striata,White-fronted Tern,,125.8,,131.9,,,,282.1,,277.5,,,,,,,,,,,,,,,,182.7,14,184.3,6,,,1.09,,2,3,0,19
82,3251,Sterna sumatrana,Black-naped Tern,,106.0,,106.0,,,,228.1,,228.6,,,,20.4,,20.6,,,,,,,,,,125.8,12,137.0,7,,,1.58,16.1,2,4,1,19
82,3253,Sterna hirundo,Common Tern,,124.0,,126.0,,,,272.0,,270.0,,,,20.2,,19.8,,,,37.1,,35.2,,,,147.3,595,147.3,701,,,2.52,21.0,2,3,0,"1, 7, 8, 16"
82,3254,Sterna paradisaea,Arctic Tern,,112.0,,117.0,,,,279.0,,274.0,,,,,,,,,,,,,,,,105.3,186,98.7,125,,,1.7,19.0,2,3,0,"1, 7, 8"
82,3259,Sterna albifrons,Little Tern,,60.0,,55.0,,57.0,,181.0,,175.0,,,,16.8,,16.6,,,,30.2,,28.7,,,,101.9,14,90.5,13,,,2.2,10.0,,5,0,"8, 19"
82,3260,Sterna saundersi,Saunders's Tern,,,,,,42.3,,168.0,,165.0,,,,17.4,,15.9,,,,29.6,,28.3,,,,76.0,10,66.0,10,,,2.0,,,,,5
82,3261,Sterna antillarum,Least Tern,,46.9,,49.3,,,,166.9,,166.4,,,,15.5,,15.6,,,,28.2,,26.7,,,,69.8,5,,,,,2.0,8.1,,,,7
82,3264,Sterna nereis,Fairy Tern,,72.2,,72.4,,,,186.8,,182.4,,,,,,,,,,,,,,,,91.0,16,82.0,11,,,1.77,10.2,,3,0,19
82,3265,Sterna balaenarum,Damara Tern,,,,,,58.7,,171.0,,171.0,,,,14.7,,14.7,,,,29.3,,29.3,,,,,,,,72.0,6,1.0,,,,,5
82,3266,Sterna repressa,White-cheeked Tern,,,,,,123.5,,247.0,,250.0,,,,20.2,,19.6,,,,37.4,,35.7,,,,142.0,9,136.0,4,,,2.0,19.0,,3,0,"5, 8"
82,3267,Sterna acuticauda,Black-bellied Tern,,,,,,,,,,,,230.5,,,,,,,,,,,,,,,,,,,,,,,,,41
82,3268,Sterna aleutica,Aleutian Tern,,,,,,120.0,,271.8,,271.5,,,,18.6,,18.9,,,,,,32.9,,,,92.7,20,86.7,17,,,1.74,19.6,,,,7
82,3270,Sterna anaethetus,Bridled Tern,,,,,,,,261.8,,258.6,,,,,,,,,,,,,,,,138.0,21,139.2,29,,,1.0,20.0,2,4,0,"5, 7, 8, 19"
82,3271,Sterna fuscata,Sooty Tern,,,,,,,,294.0,,287.0,,,,,,,,,,,,,,,,201.9,19,201.5,15,,,1.0,40.2,2,4,0,"7, 8, 19"
82,3273,Chlidonias hybridus,Whiskered Tern,,90.0,,86.0,,,,242.0,,232.0,,,,23.3,,22.6,,,,31.6,,28.5,,,,77.3,27,73.5,21,,,2.77,16.0,,3,0,"8, 19, 41"
82,3274,Chlidonias leucopterus,White-winged Tern,,,,,,,,215.0,,212.0,,,,,,,,,,,,,,,,68.9,11,70.4,14,,,2.82,10.5,,3,0,"8, 16, 19"
82,3275,Chlidonias niger,Black Tern,,61.8,,58.7,,,,218.0,,213.0,,,,16.4,,16.3,,,,27.8,,26.5,,,,74.4,40,76.0,30,,,2.6,11.0,2,4,1,"1, 7, 8, 16"
82,3277,Anous stolidus,Brown Noddy,,196.4,,172.3,,,,283.0,,273.0,,,,26.1,,25.7,,,,40.8,,38.1,,,,41.9,9,40.8,18,,,1.0,,2,4,0,"1, 5, 7, 19"
