id,bcr,aou_52,commonname,scientificname,introduced,bd_g,bd_g_s,bd_g_area,bd_g_com,globalpopest,ps_g,ps_g_s,ps_g_com1,ps_g_com2,ps_g_com3,pt_r,pt_r_s,pt_r_com,tb_r,tb_r_s,tb_r_com,rd_b,rd_b_s,rd_b_com,ppop,ppop_s,substshared,rcs_b,rc,ucc,tnc,tnc_group,cbsd,action,rs,ucs
1122.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,187414,,,4,187414.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,primarily forest
1125.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,5682,,,5,5682.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1127.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,140861,,,4,140861.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1129.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,216212,,,4,216212.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,cloud forest specialist
1131.0,,,landbird,Passeriformes,Furnariidae,,0,0,1,1.0,R,,,,3,,Gomez-Panjabi,,,,,,2,2149237,,,2,2149237.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,cloud and humid pine forest specialist
1132.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,17652,,,5,17652.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1134.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,2,3490261,,,2,3490261.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1136.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,484,,,5,484.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1137.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,5635,,,5,5635.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1138.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,108472,,,4,108472.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1139.0,,,landbird,Passeriformes,Furnariidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,70458,,,5,70458.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1144.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi.  PIF CAW 2016,Están en selvas humedas y presionadas (CAW);,,,,,4,257003,,,4,257003.0,Natureserve 3.0,,3,MX-NSAC,TB=3 probably more appropriate given use of edge and disturbed areas.,3,MX-NSAC,severe habitat loss; uses primary forest
1149.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,24,,,5,24.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1156.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,3,,Hunter 2009,very common on 3 Cayman Islands; common in lesser antilles; common along Yucatan coast (could be PS=3?),,,,,5,27050,,found mainly in the lesser antilles; also Cayman islands and islands off belize and yucatan peninsula; still BD=5 even though 200-km rule no longer applies,5,27050.0,Natureserve 3.0,still ND=5 even though 200-km rule no longer applies,3,MX-NSAC,,3,MX-NSAC,forest and edge
1160.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,260535,,,4,260535.0,NatureServe,,3,PIF CAW 2014,en la parte sur de su rango no está tan amenazada; en Honduras y El Salvador la mayoria de su hábitat está protegida; en Guatemala la tala selectiva está cambiando los bosques a puro pino,3,PIF CAW 2014,
1165.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,3,,Gomez-Panjabi,,,,,,1,8085228,,,1,8085228.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss; uses primary forest
1167.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,17326,,,5,17326.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1168.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,Map is wrong; occurs east side of Andes down to northern Peru; increased range by 300% (CAW);,,,,,5,47247,,,5,15749.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1173.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,116299,,,4,116299.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1174.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,183171,,,4,183171.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1178.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,226170,,,4,226170.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1181.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,400457,,,3,400457.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1182.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,2,1957696,,,2,1957696.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1183.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,579420,,,3,579420.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,moderate habitat loss
1188.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,445285,,,3,445285.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,forest interior
1190.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,1,5199949,,,1,5199949.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1193.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,271950,,,4,271950.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1194.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,637171,,,3,637171.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss; uses primary forest
1198.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,33856,,,5,33856.0,NatureServe,,5,PIF CAW 2014,,5,PIF CAW 2014,
1199.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,121915,,,4,121915.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1200.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,5,56989,,,5,56989.0,Natureserve 3.0,,5,MX-NSAC,global score should reflect regional experts' opinion.,5,MX-NSAC,moderate habitat loss; global score should reflect regional experts' opinion
1203.0,,,landbird,Passeriformes,Tyrannidae,,1,1,1,1.0,M,,,,3,1900000.0,PIF BBS-based calculation 2016,,1.0,1;900;000,rounded BBS-based calc,,1,7478548,,Reduced by 25%; NS breeding range way too extensive in New England; NY; Appalachians; Alaska; and in western U.S. mountains (reduce by 25%),1,4142898.0,Natureserve 3.0 with adjustment by PIFSC,Reduced by 50%; NS Winter range too extensive in SA -- probably 50% of mapped range.,3,PIFTC-02,Does not seem to be threatened by forestry; but is sensitive to loss of forested landscapes; and possibly to declines of large flying insects.,4,PIFTC-02,Winters in threatened area: east slope of Andes.  Not clear what specific threats are; but winter concentrations in lower montane forests that are highy threatened (KVR)
1205.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,8227,,,5,8227.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1206.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,3153,,,5,3153.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1219.0,,,landbird,Passeriformes,Tyrannidae,,1,1,1,1.0,M,,,,2,31000000.0,PIF BBS-based calculation 2016,,1.0,31;000;000,rounded BBS-based calc,,1,6129659,,,2,1025774.0,Natureserve 3.0,,3,PIFSC-15,In relatively disturbed sites; regenerating forest (KR).  Actually threatened by maturing of forests in New England and perhaps elsewhere; not urban or agricultural adapted -- should be like other native forest birds (KVR); Camfield;Alaine [NCR]: TB 2 in,2,PIFTC-02,
1226.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,165887,,,4,165887.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss; uses cloud forest
1228.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,3668,,,5,3668.0,NatureServe,,4,PIF CAW 2014,puede ser afectada por cambio climático,4,PIF CAW 2014,
1233.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,2,,PIF CAW 2016,,,,,,2,1663181,,,2,1663181.0,NatureServe,,5,PIF CAW 2014,,5,PIF CAW 2014,
1237.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,,,,,5,,PIF CAW 2016,split; now choco sirystes; found from panama to western ecuador; new range calculated by chris wood (CAW),,,,,4,182762,,,4,182762.0,BirdLife & HBW,,3,PIF CAW 2015,used Panama's score,3,PIF CAW 2015,used Panama's score
1238.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,470490,,,3,470490.0,Natureserve 3.0,NS map follows Howell & Webb; Ridgley; and Hilty & Brown; so no reason to doubt NS map area,4,MX-NSAC,,4,MX-NSAC,primary forest
1239.0,,,landbird,Passeriformes,Tyrannidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,uncommon and local within mapped range,,,,,4,165915,,,4,165915.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
1261.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,16661,,,5,16661.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1279.0,,,landbird,Passeriformes,Tyrannidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,120251,,,4,120251.0,NatureServe,,5,PIF CAW 2014,,5,PIF CAW 2014,
1280.0,,,landbird,Passeriformes,Tityridae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,,,,,,3,522103,,,1,522103.0,Natureserve 3.0,,4,PIF CAW 2016,,4,PIF CAW 2016,primary forest
1281.0,,,landbird,Passeriformes,Tityridae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,3,344366,,,3,344366.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1282.0,,,landbird,Passeriformes,Tityridae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,3,394493,,,3,394493.0,Natureserve 3.0,NS map ok,4,MX-NSAC,,4,MX-NSAC,primary forest
1287.0,,,landbird,Passeriformes,Tityridae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,700723,,,3,700723.0,Natureserve 3.0,NS map ok,3,MX-NSAC,,3,MX-NSAC,moderate habitat loss
1290.0,,,landbird,Passeriformes,Tityridae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,554518,,,3,554518.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,moderate habitat loss
1292.0,,,landbird,Passeriformes,Tityridae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,3,369258,,,3,369258.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1295.0,,,landbird,Passeriformes,Cotingidae,,0,0,0,1.0,M,,,,5,,PIF CAW 2016,,,,,,5,9295,,,5,17878.0,NatureServe,,3,PIF CAW 2014,,5,PIF CAW 2014,su rango no reproductiva ha disminuido bastante
1296.0,,,landbird,Passeriformes,Cotingidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,298751,,,4,298751.0,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,primary forest
1297.0,,,landbird,Passeriformes,Cotingidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,11175,,,5,11175.0,NatureServe,,4,PIF CAW 2014,,5,PIF CAW 2014,por su migración altitudinal
1298.0,,,landbird,Passeriformes,Cotingidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,175677,,,4,175677.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1299.0,,,landbird,Passeriformes,Cotingidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,462935,,,3,462935.0,Natureserve 3.0,NS map ok,4,MX-NSAC,,4,MX-NSAC,primary forest
1300.0,,,landbird,Passeriformes,Cotingidae,,0,0,0,1.0,M,,,,5,,PIF CAW 2016,,,,,,5,7161,,,4,132881.0,NatureServe,,4,PIF CAW 2014,las áreas protegidas donde anida no están bien protegidas en Nicaraguañ; tambien una preocupacion alta de la disponibilidad de frutos,5,PIF CAW 2014,por su migración altitudinal
1301.0,,,landbird,Passeriformes,Cotingidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,95641,,,4,95641.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1302.0,,,landbird,Passeriformes,Cotingidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,6481,,,5,6481.0,NatureServe,,5,PIF CAW 2014,require ecotono de bosque/manglar,5,PIF CAW 2014,
1303.0,,,landbird,Passeriformes,Cotingidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,103375,,,4,103375.0,NatureServe,,5,PIF CAW 2014,,5,PIF CAW 2014,
1305.0,,,landbird,Passeriformes,Pipridae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,91922,,,4,91922.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,moderate habitat loss
1306.0,,,landbird,Passeriformes,Pipridae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,178018,,,4,178018.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1307.0,,,landbird,Passeriformes,Pipridae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,479439,,,3,479439.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1309.0,,,landbird,Passeriformes,Pipridae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,284499,,,4,284499.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,moderate habitat loss
1310.0,,,landbird,Passeriformes,Pipridae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,29728,,,5,29728.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1311.0,,,landbird,Passeriformes,Pipridae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,118630,,,4,118630.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1313.0,,,landbird,Passeriformes,Pipridae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,547193,,,3,547193.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid evergreen and semi-deciduous forest
1317.0,,,landbird,Passeriformes,Laniidae,,1,1,1,0.0,PM,,,,3,4900000.0,PIF BBS-based calculation 2016,,1.0,4;200;000,rounded BBS-based calc,,1,8849539,,,1,5676435.0,Natureserve 3.0,,3,PIFTC-02,Average global; no known threats in Mexico (MX-NSAC).  Moderate threats (TB=3; not higher) is warranted for most of western breeding range and Mexico; higher threats in East (PIF SC); Do pesticides or other specific activities constitute higher threats in,3,PIFTC-02,
1321.0,,,landbird,Passeriformes,Vireonidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,probably close to cut-off for PS=4; but generally low-density within range,,,,,4,171428,,,4,171428.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,moderate habitat loss
1322.0,,,landbird,Passeriformes,Vireonidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,373849,,,3,373849.0,Natureserve 3.0,NS map looks good,4,MX-NSAC,,4,MX-NSAC,primary forest
1323.0,,,landbird,Passeriformes,Vireonidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,192165,,,4,192165.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1334.0,,,landbird,Passeriformes,Vireonidae,,0,0,1,1.0,R,,,,3,,Gomez-Panjabi,,,,,,4,263862,,,4,263862.0,Natureserve 3.0,,3,MX-NSAC,moderate habitat loss; Es posible que sea esta especie sea separada proximamente. Una de estas futuras especies esta muy amenazada. Revisar el score durante la fase regional (PIF CAW),3,MX-NSAC,moderate habitat loss; Es posible que sea esta especie sea separada proximamente. Una de estas futuras especies esta muy amenazada. Revisar el score durante la fase regional (PIF CAW)
1345.0,,,landbird,Passeriformes,Vireonidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,4188,,,5,4188.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1351.0,,,landbird,Passeriformes,Vireonidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,577263,,,3,577263.0,Natureserve 3.0,NS map looks good,4,MX-NSAC,,4,MX-NSAC,humid evergreen and cloud forest
1355.0,,,landbird,Passeriformes,Vireonidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,5,8585,,,5,8585.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,moderate habitat loss
1359.0,,,landbird,Passeriformes,Corvidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,103510,,,4,103510.0,Natureserve 3.0,,5,MX-NSAC-08,TB/N=4 is consistent with other cloud forests specialists in this range (Panjabi); especie habitat dependiente (b niebla); muy sensible; rango restringido (en los límites del Triunfo y hacia el sur) (Macias); Estamos de acuerdo con TB=5 (Berlanga).,5,MX-NSAC,moderate habitat loss (MX-NSAC-2002); global score should reflect regional experts' opinion
1360.0,,,landbird,Passeriformes,Corvidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,3936,,,5,3936.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1361.0,,,landbird,Passeriformes,Corvidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,105612,,,4,105612.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,uses cloud forests
1381.0,,,landbird,Passeriformes,Corvidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,148491,,,4,148491.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,severe habitat loss
1402.0,,,landbird,Passeriformes,Alaudidae,,1,1,1,0.0,PM,,,,1,140000000.0,PIF BBS-based calculation 2016,,0.75,97;000;000,rounded BBS-based calc,,1,20824080,,,1,11712736.0,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,Has alteration of winter habitat really made a difference to populations? (ED)
1416.0,,,landbird,Passeriformes,Hirundinidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,5,75541,,,5,75541.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,tolerant of disturbance
1420.0,,,landbird,Passeriformes,Hirundinidae,,1,1,1,1.0,M,,,,2,26000000.0,PIF BBS-based calculation 2016,,0.3,7;700;000,rounded BBS-based calc,,1,34349347,,,1,33622994.0,Natureserve 3.0,assumes range in S Amer. is included in winter rangeKen comment: assumes range in S Amer. is included in winter range,3,PIFSC-15,"Are threats to breeding colonies reaching moderate"" levels rangewide? (KVR); Camfield;Alaine [NCR]: COSEWIC assessed as threatened; not listed under SARA yet.  TB 2 and 3 in Canadian BCR strategies.  Higher threats include habitat loss from urban develop""",2,PIFTC-02,
1429.0,,,landbird,Passeriformes,Paridae,,1,1,0,0.0,R,,,,2,12000000.0,PIF BBS-based calculation 2016,,1.0,12;000;000,rounded BBS-based calc,,3,953572,,,3,953572.0,Natureserve 3.0,,3,PIFSC-15,"in mature NW forests (KR); but also in suburban habitats; Rosenberg: Seems like vulnerable to overall habitat loss in Pacific states - highest densities in old forests.  Overall threats probably moderate"" due to loss of mature forests from forestry and f""",2,PIFTC-02,
1445.0,,,landbird,Passeriformes,Troglodytidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,178189,,,4,178189.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,primary forest
1454.0,,,landbird,Passeriformes,Troglodytidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,4,98793,,,4,98793.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
1455.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,17421,,,5,17421.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1458.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,1499,,,5,1499.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1463.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,96067,,,4,96067.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1473.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,poorly known (CAW);,,,,,5,32378,,,5,32378.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1474.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,33016,,,5,33016.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1475.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,206725,,,4,206725.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1478.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,241649,,,4,241649.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1479.0,,,landbird,Passeriformes,Troglodytidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,uncommon in large parts of range; coupled with habitat loss makes for PS=4,,,,,3,781836,,,3,781836.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,requires forest
1481.0,,,landbird,Passeriformes,Troglodytidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi.  PIF CAW 2016,México y Guate es más raro; pero en El Salvador; Honduras; Nicaragua es más común. (CAW);,,,,,4,186085,,,4,186085.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
1482.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,139799,,,4,139799.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1483.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,74361,,,5,74361.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1485.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,,,,,4,,A. Panjabi 2017 (guesstimate),,,,,,5,29950,,,5,29950.0,BirdLife & HBW,,3,PIF CAW 2015,used most frequent score amongst regions,2,PIF CAW 2015,used Panama's score to break tie since eBird shows greater range and more observations there than in Nicaragua
1488.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,12905,,,5,12905.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1489.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,1,,PIF CAW 2016,,,,,,1,8557243,,,1,8557243.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1490.0,,,landbird,Passeriformes,Troglodytidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,407687,,,3,407687.0,Natureserve 3.0,,3,PIFTC-02,,3,PIFTC-02,requires forest
1492.0,,,landbird,Passeriformes,Troglodytidae,,0,0,1,1.0,R,,,,3,,Gomez-Panjabi,,,,,,3,715438,,,3,715438.0,Natureserve 3.0,NS ok,4,MX-NSAC,given large range; TB-c=3 more appropriate.,4,MX-NSAC,humid evergreen forest
1493.0,,,landbird,Passeriformes,Troglodytidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,292503,,,4,292503.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1494.0,,,landbird,Passeriformes,Polioptilidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,3,552590,,,3,552590.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1501.0,,,landbird,Passeriformes,Polioptilidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi.  PIF CAW 2016,En el sur es bastante común (en nicaragua; el salvador y honduras consideran que debería de ser 3) (CAW);,,,,,4,221323,,,4,221323.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
1503.0,,,landbird,Passeriformes,Polioptilidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,143340,,,4,143340.0,NatureServe,,5,PIF CAW 2014,,4,PIF CAW 2014,
1552.0,,,landbird,Passeriformes,Turdidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,32047,,,5,32047.0,NatureServe,,4,PIF CAW 2014,la captura en Costa Rica,4,PIF CAW 2014,suseptible por su migración altitudinal
1553.0,,,landbird,Passeriformes,Turdidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,465,,,5,465.0,NatureServe,,5,PIF CAW 2014,,4,PIF CAW 2014,
1554.0,,,landbird,Passeriformes,Turdidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,140833,,,4,140833.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,moderate habitat loss
1560.0,,,landbird,Passeriformes,Turdidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,3837,,,5,3837.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
1564.0,,,landbird,Passeriformes,Turdidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,245698,,,4,245698.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid forest
